id,opened,closed,status,reason,type,location,neighborhood,zip,latitude,longitude
1.01E+11,9/17/13 8:49,9/17/13 11:44,Closed,General Request,General Request,INTERSECTION of Marcella St & Centre Street Ter  Roxbury  MA  ,Roxbury,,42.353067,-71.062842
1.01E+11,9/17/13 8:36,,Open,General Request,General Request,INTERSECTION of Hammond St & Tremont St  Mission Hill  MA  ,Roxbury,,42.29158,-71.07272
1.01E+11,9/17/13 8:26,,Open,General Request,General Request,547 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.337961,-71.079575
1.01E+11,9/16/13 18:07,9/18/13 13:50,Closed,General Request,General Request,24 Saint James St  Roxbury  MA  02119,Roxbury,2119,42.32634,-71.08501
1.01E+11,9/16/13 17:42,,Open,General Request,General Request,22 Kenilworth St  Roxbury  MA  02119,Roxbury,2119,42.32852,-71.0873
1.01E+11,9/16/13 13:46,,Open,General Request,General Request,INTERSECTION of Harrison Ave & Melnea Cass Blvd  Roxbury  MA  ,Roxbury,,42.295837,-71.07734
1.01E+11,9/16/13 13:43,10/10/13 10:25,Closed,Graffiti,Graffiti Removal,185 Dudley St  Roxbury  MA  02119,Roxbury,2119,42.32832,-71.08196
1.01E+11,9/15/13 18:30,,Open,General Request,General Request,487 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.3394,-71.08085
1.01E+11,9/15/13 18:20,9/16/13 12:08,Closed,General Request,General Request,212 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.33789,-71.08019
1.01E+11,9/15/13 18:18,9/16/13 9:33,Closed,General Request,General Request,192 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.33742,-71.07964
1.01E+11,9/15/13 12:15,9/16/13 15:09,Closed,General Request,General Request,INTERSECTION of Dudley St & Miller Park  Roxbury  MA  ,Roxbury,,42.29005,-71.1276
1.01E+11,9/15/13 7:55,10/2/13 13:22,Closed,Street Lights,Street Light Outages,1535 Washington St  Roxbury  MA  02118,Roxbury,2118,42.339656,-71.073555
1.01E+11,9/14/13 22:26,9/16/13 5:50,Closed,General Request,General Request,INTERSECTION of Massachusetts Ave & Private Alley No. 814  Roxbury  MA  ,Roxbury,,42.353067,-71.062842
1.01E+11,9/14/13 22:00,,Open,Street Lights,Street Light Outages,277 Roxbury St  Roxbury  MA  02119,Roxbury,2119,42.330371,-71.093956
1.01E+11,9/14/13 9:05,9/16/13 10:43,Closed,General Request,General Request,INTERSECTION of Fairland St & Winthrop St  Roxbury  MA  ,Roxbury,,42.35283,-71.15664
1.01E+11,9/13/13 20:42,9/16/13 14:51,Closed,Graffiti,Graffiti Removal,INTERSECTION of Massachusetts Ave & Shawmut Ave  Roxbury  MA  ,Roxbury,,42.353067,-71.062842
1.01E+11,9/13/13 16:26,,Open,General Request,General Request,34 Marshfield St  Roxbury  MA  02119,Roxbury,2119,42.323117,-71.068844
1.01E+11,9/13/13 16:25,9/17/13 12:26,Closed,General Request,General Request,48 Guild St  Roxbury  MA  02119,Roxbury,2119,42.32699,-71.08985
1.01E+11,9/13/13 16:22,9/18/13 13:16,Closed,General Request,General Request,47 Roxbury St  Roxbury  MA  02119,Roxbury,2119,42.32976,-71.08559
1.01E+11,9/13/13 12:48,9/13/13 14:58,Closed,General Request,General Request,INTERSECTION of Mount Pleasant Ave & Mount Pleasant Ter  Roxbury  MA  ,Roxbury,,42.27596,-71.09272
1.01E+11,9/13/13 9:59,9/13/13 10:38,Closed,General Request,General Request,1290R Tremont St  Mission Hill  MA  02120,Roxbury,2120,42.33236,-71.091997
1.01E+11,9/12/13 22:15,,Open,General Request,General Request,INTERSECTION of Northampton St & Shawmut Ave  Roxbury  MA  ,Roxbury,,42.286646,-71.170777
1.01E+11,9/12/13 22:12,,Open,General Request,General Request,2-20 Academy Ct  Roxbury  MA  02119,Roxbury,2119,42.3594,-71.0587
1.01E+11,9/12/13 13:24,9/16/13 5:55,Closed,General Request,General Request,544P Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.3594,-71.0587
1.01E+11,9/12/13 9:28,9/12/13 10:07,Closed,General Request,General Request,29-31 Homestead St  Dorchester  MA  02121,Roxbury,2121,42.31306,-71.09321
1.01E+11,9/12/13 9:11,10/4/13 15:34,Closed,General Request,General Request,INTERSECTION of Elmwood St & Malcolm X Blvd  Mission Hill  MA  ,Roxbury,,42.29319,-71.121819
1.01E+11,9/12/13 0:01,,Open,General Request,General Request,2 Woodcliff St  Dorchester  MA  02125,Roxbury,2125,42.316294,-71.077796
1.01E+11,9/11/13 12:17,9/11/13 15:15,Closed,General Request,General Request,52 Townsend St  Roxbury  MA  02119,Roxbury,2119,42.31933,-71.0918
1.01E+11,9/11/13 10:21,,Open,General Request,General Request,244-246 Roxbury St  Roxbury  MA  02119,Roxbury,2119,42.33002,-71.09307
1.01E+11,9/11/13 9:00,9/11/13 13:34,Closed,General Request,General Request,INTERSECTION of Centre St & Marcella St  Roxbury  MA  ,Roxbury,,42.37992,-71.06372
1.01E+11,9/11/13 8:11,,Open,General Request,General Request,INTERSECTION of Warren St & Montrose St  Roxbury  MA  ,Roxbury,,42.35297,-71.16956
1.01E+11,9/11/13 6:35,9/11/13 9:47,Closed,General Request,General Request,19 Highland Ave  Roxbury  MA  02119,Roxbury,2119,42.329,-71.09267
1.01E+11,9/10/13 21:12,9/11/13 14:05,Closed,General Request,General Request,202 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.33768,-71.07993
1.01E+11,9/10/13 18:31,9/11/13 15:19,Closed,General Request,General Request,INTERSECTION of Warwick St & Windsor St  Mission Hill  MA  ,Roxbury,,42.35226,-71.17076
1.01E+11,9/9/13 20:21,9/11/13 8:43,Closed,General Request,General Request,623 Columbus Ave  Roxbury  MA  02118,Roxbury,2118,42.33972,-71.08318
1.01E+11,9/9/13 13:39,9/12/13 9:47,Closed,Graffiti,Graffiti Removal,64 Seaver St  Dorchester  MA  02121,Roxbury,2121,42.31155,-71.09308
1.01E+11,9/9/13 12:33,9/10/13 15:07,Closed,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Camden St & Westfield St  Roxbury  MA  ,Roxbury,,42.346749,-71.138537
1.01E+11,9/9/13 11:24,9/9/13 13:39,Closed,General Request,General Request,459 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.34004,-71.08147
1.01E+11,9/8/13 11:40,9/9/13 11:59,Closed,Highway Maintenance,Sidewalk Repair (Make Safe),21 Westminster Ave  Roxbury  MA  02119,Roxbury,2119,42.3594,-71.0587
1.01E+11,9/8/13 9:56,9/12/13 11:04,Closed,General Request,General Request,75 W Newton St  Roxbury  MA  02118,Roxbury,2118,42.340731,-71.075324
1.01E+11,9/7/13 20:11,9/30/13 10:15,Closed,Street Lights,Street Light Outages,1535 Washington St  Roxbury  MA  02118,Roxbury,2118,42.339656,-71.073555
1.01E+11,9/7/13 18:49,9/17/13 9:24,Closed,Graffiti,Graffiti Removal,INTERSECTION of Columbus Ave & Massachusetts Ave  Roxbury  MA  ,Roxbury,,42.31625,-71.10325
1.01E+11,9/7/13 13:18,9/9/13 9:17,Closed,General Request,General Request,225 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.33844,-71.08035
1.01E+11,9/6/13 21:21,9/10/13 10:16,Closed,General Request,General Request,48 Warwick St  Mission Hill  MA  02120,Roxbury,2120,42.335491,-71.084673
1.01E+11,9/6/13 19:30,,Open,General Request,General Request,INTERSECTION of Columbus Ave & Malcolm X Blvd  Mission Hill  MA  ,Roxbury,,42.320409,-71.099607
1.01E+11,9/6/13 17:16,9/9/13 9:21,Closed,General Request,General Request,207 Quincy St  Dorchester  MA  02121,Roxbury,2121,42.31277,-71.07492
1.01E+11,9/6/13 11:35,9/9/13 9:29,Closed,General Request,General Request,224 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.33814,-71.0805
1.01E+11,9/6/13 0:42,9/8/13 23:41,Closed,General Request,General Request,1 Centre Street Ter  Roxbury  MA  02119,Roxbury,2119,42.32599,-71.09632
1.01E+11,9/5/13 17:20,,Open,General Request,General Request,INTERSECTION of Tremont St & Schroeder Plz  Mission Hill  MA  ,Roxbury,,42.32919,-71.08966
1.01E+11,9/5/13 16:33,9/9/13 9:26,Closed,General Request,General Request,96 Hammond St  Mission Hill  MA  02120,Roxbury,2120,42.33654,-71.08363
1.01E+11,9/5/13 10:16,,Open,General Request,General Request,71 Windsor St  Mission Hill  MA  02120,Roxbury,2120,42.33532,-71.08434
1.01E+11,9/5/13 7:49,,Open,General Request,General Request,INTERSECTION of Walnut Ave & Westminster Ave  Dorchester  MA  ,Roxbury,,42.27288,-71.1296
1.01E+11,9/4/13 17:38,9/6/13 10:29,Closed,General Request,Student Move-in Issues,521 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.33878,-71.08014
1.01E+11,9/4/13 17:37,,Open,General Request,Student Move-in Issues,519 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.33883,-71.0802
1.01E+11,9/4/13 13:32,9/17/13 12:58,Closed,General Request,General Request,62 Batchelder St  Roxbury  MA  02119,Roxbury,2119,42.32284,-71.06949
1.01E+11,9/4/13 9:55,9/5/13 7:00,Closed,General Request,General Request,135 Humboldt Ave  Dorchester  MA  02121,Roxbury,2121,42.315731,-71.08784
1.01E+11,9/4/13 8:24,9/5/13 7:00,Closed,General Request,General Request,INTERSECTION of Humboldt Ave & Wyoming St  Dorchester  MA  ,Roxbury,,42.28548,-71.15934
1.01E+11,9/4/13 8:22,9/4/13 12:15,Closed,General Request,General Request,INTERSECTION of Humboldt Ave & Wyoming St  Dorchester  MA  ,Roxbury,,42.28548,-71.15934
1.01E+11,9/3/13 21:02,9/4/13 15:03,Closed,General Request,General Request,INTERSECTION of Eustis St & Renfrew St  Roxbury  MA  ,Roxbury,,42.29257,-71.13642
1.01E+11,9/3/13 17:58,,Open,General Request,General Request,459 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.34004,-71.08147
1.01E+11,9/3/13 16:56,10/7/13 10:36,Closed,General Request,General Request,INTERSECTION of Dudley St & Kenilworth St  Roxbury  MA  ,Roxbury,,42.28947,-71.12885
1.01E+11,9/3/13 14:27,,Open,General Request,General Request,1530 Washington St  Roxbury  MA  02118,Roxbury,2118,42.3594,-71.0587
1.01E+11,9/3/13 14:24,9/3/13 23:53,Closed,General Request,General Request,INTERSECTION of Marcella St & Centre Street Ter  Roxbury  MA  ,Roxbury,,42.353067,-71.062842
1.01E+11,9/3/13 12:58,10/15/13 15:55,Closed,General Request,General Request,9 Linwood Sq  Roxbury  MA  02119,Roxbury,2119,42.32859,-71.093513
1.01E+11,9/3/13 12:08,9/4/13 12:05,Closed,Graffiti,Graffiti Removal,627 Columbus Ave  Roxbury  MA  02118,Roxbury,2118,42.33954,-71.0834
1.01E+11,9/3/13 12:05,,Open,Graffiti,Graffiti Removal,625 Columbus Ave  Roxbury  MA  02118,Roxbury,2118,42.33963,-71.08329
1.01E+11,9/2/13 23:56,,Open,General Request,General Request,21 Woodward Ave  Roxbury  MA  02119,Roxbury,2119,42.32464,-71.07389
1.01E+11,9/2/13 11:37,,Open,General Request,General Request,30 Mount Pleasant Ave  Roxbury  MA  02119,Roxbury,2119,42.327041,-71.079185
1.01E+11,9/2/13 11:35,,Open,General Request,General Request,30 Mount Pleasant Ave  Roxbury  MA  02119,Roxbury,2119,42.327041,-71.079185
1.01E+11,9/2/13 11:20,9/12/13 10:37,Closed,General Request,General Request,30 Mount Pleasant Ave  Roxbury  MA  02119,Roxbury,2119,42.327041,-71.079185
1.01E+11,9/2/13 11:18,9/12/13 10:35,Closed,General Request,General Request,30 Mount Pleasant Ave  Roxbury  MA  02119,Roxbury,2119,42.327041,-71.079185
1.01E+11,9/1/13 23:05,9/5/13 16:38,Closed,Street Lights,Street Light Outages,23 Homestead St  Dorchester  MA  02121,Roxbury,2121,42.31319,-71.09345
1.01E+11,9/1/13 13:10,,Open,General Request,General Request,1530 Washington St  Roxbury  MA  02118,Roxbury,2118,42.3594,-71.0587
1.01E+11,9/1/13 12:57,,Open,General Request,General Request,2 Centre Street Ter  Roxbury  MA  02119,Roxbury,2119,42.325774,-71.096379
1.01E+11,9/1/13 10:40,9/3/13 9:07,Closed,General Request,General Request,463 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.33994,-71.08137
1.01E+11,9/1/13 6:14,,Open,General Request,Student Move-in Issues,511 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.33893,-71.08033
1.01E+11,8/31/13 10:17,9/6/13 21:52,Closed,General Request,General Request,56 E Cottage St  Roxbury  MA  02119,Roxbury,2119,42.32146,-71.06826
1.01E+11,8/30/13 19:53,,Open,Street Lights,Street Light Outages,109-111 Humboldt Ave  Dorchester  MA  02121,Roxbury,2121,42.3594,-71.0587
1.01E+11,8/30/13 19:51,9/6/13 12:19,Closed,Street Lights,Street Light Outages,112 Humboldt Ave  Dorchester  MA  02121,Roxbury,2121,42.316415,-71.086549
1.01E+11,8/30/13 18:19,9/3/13 8:33,Closed,General Request,General Request,INTERSECTION of Blue Hill Ave & Woodcliff St  Roxbury  MA  ,Roxbury,,42.34221,-71.08306
1.01E+11,8/29/13 19:08,10/4/13 15:39,Closed,General Request,General Request,75 W Rutland Sq  Roxbury  MA  02118,Roxbury,2118,42.3594,-71.0587
1.01E+11,8/29/13 13:55,8/30/13 13:21,Closed,General Request,General Request,24 Saint Cyprians Pl  Mission Hill  MA  02120,Roxbury,2120,42.3365,-71.08711
1.01E+11,8/28/13 22:35,10/2/13 14:25,Closed,Street Lights,Street Light Outages,6 Marshfield St  Roxbury  MA  02119,Roxbury,2119,42.32276,-71.06986
1.01E+11,8/28/13 18:17,,Open,General Request,Student Move-in Issues,16 Warwick St  Mission Hill  MA  02120,Roxbury,2120,42.33626,-71.08386
1.01E+11,8/28/13 16:42,10/4/13 10:09,Closed,Street Lights,Street Light Outages,9-11 Marshfield St  Roxbury  MA  02119,Roxbury,2119,42.32246,-71.06993
1.01E+11,8/28/13 14:39,10/7/13 13:20,Closed,General Request,General Request,INTERSECTION of Northampton St & Public Alley No 804  Roxbury  MA  ,Roxbury,,42.286935,-71.17934
1.01E+11,8/28/13 11:29,8/28/13 14:31,Closed,General Request,General Request,463 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.33994,-71.08137
1.01E+11,8/27/13 17:17,8/28/13 11:58,Closed,General Request,General Request,INTERSECTION of Abbotsford St & Walnut Ave  Roxbury  MA  ,Roxbury,,42.348306,-71.049819
1.01E+11,8/27/13 16:39,8/28/13 12:05,Closed,General Request,General Request,INTERSECTION of Centre St & Columbus Ave  Roxbury  MA  ,Roxbury,,42.37992,-71.06372
1.01E+11,8/26/13 17:27,8/27/13 11:22,Closed,General Request,General Request,INTERSECTION of Prentiss St & Tremont St  Mission Hill  MA  ,Roxbury,,42.31465,-71.07601
1.01E+11,8/26/13 12:54,,Open,General Request,Student Move-in Issues,221 Walnut Ave  Roxbury  MA  02119,Roxbury,2119,42.319308,-71.090558
1.01E+11,8/26/13 8:26,8/26/13 9:09,Closed,Highway Maintenance,Sidewalk Repair (Make Safe),1535 Washington St  Roxbury  MA  02118,Roxbury,2118,42.339656,-71.073555
1.01E+11,8/26/13 5:28,8/27/13 11:06,Closed,General Request,General Request,523 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.338726,-71.080082
1.01E+11,8/25/13 19:36,8/26/13 14:48,Closed,Graffiti,Graffiti Removal,571 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.3375,-71.07858
1.01E+11,8/25/13 19:34,8/26/13 6:44,Closed,General Request,General Request,INTERSECTION of Massachusetts Ave & Tremont St  Roxbury  MA  ,Roxbury,,42.353067,-71.062842
1.01E+11,8/25/13 15:53,,Open,General Request,General Request,1 Eliot Ter  Roxbury  MA  02119,Roxbury,2119,42.32947,-71.09189
1.01E+11,8/25/13 10:21,,Open,General Request,General Request,INTERSECTION of Alvah Kittredge Park & Millmont St  Roxbury  MA  ,Roxbury,,42.297898,-71.056017
1.01E+11,8/25/13 8:37,8/26/13 6:23,Closed,General Request,General Request,687 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.33533,-71.075936
1.01E+11,8/25/13 7:09,8/29/13 11:34,Closed,General Request,General Request,1535 Washington St  Roxbury  MA  02118,Roxbury,2118,42.339656,-71.073555
1.01E+11,8/24/13 21:06,8/28/13 22:35,Closed,Street Lights,Street Light Outages,10 Adams St  Roxbury  MA  02119,Roxbury,2119,42.329051,-71.07561
1.01E+11,8/24/13 12:02,8/26/13 11:41,Closed,General Request,General Request,20-24 Burrell St  Roxbury  MA  02119,Roxbury,2119,42.322895,-71.071595
1.01E+11,8/24/13 11:48,8/27/13 12:20,Closed,Signs & Signals,Sign Repair,218 Seaver St  Dorchester  MA  02121,Roxbury,2121,42.307843,-71.08828
1.01E+11,8/23/13 19:13,8/26/13 12:07,Closed,General Request,General Request,980 Harrison Ave  Roxbury  MA  02119,Roxbury,2119,42.330692,-71.079283
1.01E+11,8/23/13 12:13,,Open,General Request,General Request,INTERSECTION of Columbus Ave & Malcolm X Blvd  Mission Hill  MA  ,Roxbury,,42.320409,-71.099607
1.01E+11,8/23/13 7:26,8/29/13 11:46,Closed,Graffiti,Graffiti Removal,565 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.33761,-71.07883
1.01E+11,8/23/13 7:24,,Open,Street Lights,Street Light Outages,INTERSECTION of Dudley St & Magazine St  Roxbury  MA  ,Roxbury,,42.28995,-71.12771
1.01E+11,8/22/13 19:54,,Open,General Request,General Request,609 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.33702,-71.07804
1.01E+11,8/22/13 17:21,8/26/13 13:59,Closed,Graffiti,Graffiti Removal,INTERSECTION of Washington St & Archer Ter  Roxbury  MA  ,Roxbury,,42.363289,-71.050254
1.01E+11,8/22/13 16:30,9/3/13 14:58,Closed,Graffiti,Graffiti Removal,212 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.33789,-71.08019
1.01E+11,8/22/13 13:24,9/19/13 14:52,Closed,Highway Maintenance,Sidewalk Repair (Make Safe),249-263 Roxbury St  Roxbury  MA  02119,Roxbury,2119,42.33035,-71.09327
1.01E+11,8/22/13 12:06,10/17/13 8:20,Closed,General Request,General Request,INTERSECTION of Dudley St & Washington St  Roxbury  MA  ,Roxbury,,42.28933,-71.12842
1.01E+11,8/22/13 12:05,8/23/13 8:01,Closed,General Request,General Request,9-11 Marshfield St  Roxbury  MA  02119,Roxbury,2119,42.32246,-71.06993
1.01E+11,8/22/13 11:42,,Open,General Request,General Request,INTERSECTION of Dudley St & Warren St  Roxbury  MA  ,Roxbury,,42.289611,-71.128665
1.01E+11,8/22/13 11:42,8/23/13 12:05,Closed,General Request,General Request,62-76 Warren St  Roxbury  MA  02119,Roxbury,2119,42.328435,-71.083059
1.01E+11,8/22/13 11:38,,Open,General Request,General Request,INTERSECTION of Dudley St & Harrison Ave  Roxbury  MA  ,Roxbury,,42.289717,-71.128557
1.01E+11,8/22/13 11:37,,Open,General Request,General Request,182-186A Dudley St  Roxbury  MA  02119,Roxbury,2119,42.32871,-71.08214
1.01E+11,8/22/13 7:43,8/22/13 10:36,Closed,General Request,General Request,INTERSECTION of Cabot St & Church Pl  Mission Hill  MA  ,Roxbury,,42.28342,-71.14847
1.01E+11,8/21/13 21:19,,Open,Street Lights,Street Light Outages,INTERSECTION of Massachusetts Ave & Southampton St  Roxbury  MA  ,Roxbury,,42.353067,-71.062842
1.01E+11,8/21/13 20:39,,Open,Street Lights,Street Light Outages,INTERSECTION of Cedar St & Columbus Ave  Roxbury  MA  ,Roxbury,,42.34384,-71.141442
1.01E+11,8/21/13 19:06,8/27/13 10:32,Closed,General Request,General Request,209-219 Roxbury St  Roxbury  MA  02119,Roxbury,2119,42.330353,-71.091829
1.01E+11,8/21/13 12:56,,Open,Graffiti,Graffiti Removal,55R Malcolm X Blvd  Mission Hill  MA  02120,Roxbury,2120,42.332286,-71.088971
1.01E+11,8/21/13 12:53,,Open,General Request,General Request,155-195 Cabot St  Mission Hill  MA  02120,Roxbury,2120,42.333659,-71.087889
1.01E+11,8/21/13 12:29,8/22/13 14:55,Closed,General Request,General Request,34 Howard St  Roxbury  MA  02119,Roxbury,2119,42.32768,-71.07368
1.01E+11,8/21/13 11:40,8/22/13 13:34,Closed,Graffiti,Graffiti Removal,INTERSECTION of Northampton St & Tremont St  Roxbury  MA  ,Roxbury,,42.279369,-71.167195
1.01E+11,8/21/13 11:10,8/23/13 16:57,Closed,General Request,General Request,61 Burrell St  Roxbury  MA  02119,Roxbury,2119,42.323123,-71.069585
1.01E+11,8/21/13 6:33,8/21/13 10:15,Closed,General Request,General Request,505 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.33903,-71.08043
1.01E+11,8/21/13 6:26,8/22/13 9:03,Closed,General Request,General Request,603 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.33712,-71.07815
1.01E+11,8/20/13 21:05,8/21/13 11:22,Closed,General Request,General Request,175 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.33731,-71.07898
1.01E+11,8/20/13 20:35,,Open,General Request,General Request,48 Geneva Ave  Dorchester  MA  02121,Roxbury,2121,42.30818,-71.080704
1.01E+11,8/20/13 14:48,,Open,Graffiti,Graffiti Removal,804-804A Tremont St  Roxbury  MA  02118,Roxbury,2118,42.33846,-71.0814
1.01E+11,8/20/13 11:18,8/20/13 12:21,Closed,Graffiti,Graffiti Removal,157 Geneva Ave  Dorchester  MA  02121,Roxbury,2121,42.30512,-71.07727
1.01E+11,8/20/13 9:28,8/20/13 15:19,Closed,General Request,General Request,INTERSECTION of Burke St & Tremont St  Mission Hill  MA  ,Roxbury,,42.30069,-71.138369
1.01E+11,8/19/13 21:50,8/20/13 10:15,Closed,General Request,General Request,563 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.3376,-71.07898
1.01E+11,8/19/13 15:56,9/17/13 13:00,Closed,General Request,General Request,INTERSECTION of Batchelder St & Marshfield St  Roxbury  MA  ,Roxbury,,42.27987,-71.05926
1.01E+11,8/19/13 13:07,,Open,General Request,General Request,237 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.33868,-71.08064
1.01E+11,8/19/13 13:07,8/21/13 10:23,Closed,General Request,General Request,233 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.3386,-71.08055
1.01E+11,8/19/13 13:04,,Open,General Request,General Request,228 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.33825,-71.08065
1.01E+11,8/19/13 13:02,8/22/13 9:52,Closed,General Request,General Request,206 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.33776,-71.08003
1.01E+11,8/19/13 13:00,8/21/13 15:57,Closed,General Request,General Request,206 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.33776,-71.08003
1.01E+11,8/19/13 12:59,8/21/13 10:22,Closed,General Request,General Request,200 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.337633,-71.079866
1.01E+11,8/19/13 12:57,8/21/13 10:29,Closed,General Request,General Request,INTERSECTION of Northampton St & Hampton Ct  Roxbury  MA  ,Roxbury,,42.285962,-71.174464
1.01E+11,8/19/13 8:49,8/20/13 10:06,Closed,General Request,General Request,160 Norfolk Ave  Roxbury  MA  02119,Roxbury,2119,42.3594,-71.0587
1.01E+11,8/19/13 8:47,,Open,General Request,General Request,95 Magazine St  Roxbury  MA  02119,Roxbury,2119,42.327089,-71.069807
1.01E+11,8/18/13 19:38,8/19/13 13:00,Closed,General Request,General Request,135 Townsend St  Dorchester  MA  02121,Roxbury,2121,42.31763,-71.08913
1.01E+11,8/18/13 17:25,,Open,General Request,General Request,150 Martin Luther King Jr Blvd  Roxbury  MA  02119,Roxbury,2119,42.3594,-71.0587
1.01E+11,8/18/13 17:23,8/23/13 11:58,Closed,General Request,General Request,150 Martin Luther King Jr Blvd  Roxbury  MA  02119,Roxbury,2119,42.3594,-71.0587
1.01E+11,8/18/13 7:18,8/23/13 12:47,Closed,General Request,General Request,INTERSECTION of Massachusetts Ave & Southampton St  Roxbury  MA  ,Roxbury,,42.353067,-71.062842
1.01E+11,8/17/13 22:05,9/28/13 14:34,Closed,Highway Maintenance,Request for Pothole Repair,INTERSECTION of Brinsley St & Columbia Rd  Dorchester  MA  ,Roxbury,,42.317903,-71.069276
1.01E+11,8/17/13 10:34,8/20/13 12:14,Closed,General Request,General Request,1 Eliot Ter  Roxbury  MA  02119,Roxbury,2119,42.32947,-71.09189
1.01E+11,8/15/13 17:25,8/20/13 12:05,Closed,General Request,General Request,INTERSECTION of Lambert Ave & Lambert St  Roxbury  MA  ,Roxbury,,42.2586,-71.12626
1.01E+11,8/15/13 12:24,,Open,General Request,General Request,242 Blue Hill Ave  Dorchester  MA  02125,Roxbury,2125,42.316358,-71.077942
1.01E+11,8/15/13 12:14,,Open,General Request,General Request,INTERSECTION of Balfour St & Dalkeith St  Dorchester  MA  ,Roxbury,,42.28563,-71.05468
1.01E+11,8/15/13 12:05,8/19/13 11:58,Closed,General Request,General Request,116 Wayland St  Dorchester  MA  02125,Roxbury,2125,42.31418,-71.07703
1.01E+11,8/15/13 8:38,8/16/13 11:22,Closed,General Request,General Request,50 Orchard Park St  Roxbury  MA  02119,Roxbury,2119,42.3594,-71.0587
1.01E+11,8/15/13 8:36,8/22/13 14:27,Closed,General Request,General Request,50 Orchard Park St  Roxbury  MA  02119,Roxbury,2119,42.3594,-71.0587
1.01E+11,8/15/13 8:03,9/4/13 15:52,Closed,Street Lights,Street Light Outages,130 Crawford St  Dorchester  MA  02121,Roxbury,2121,42.31512,-71.09216
1.01E+11,8/15/13 8:01,,Open,General Request,General Request,130 Crawford St  Dorchester  MA  02121,Roxbury,2121,42.31512,-71.09216
1.01E+11,8/14/13 17:25,,Open,General Request,General Request,1535 Washington St  Roxbury  MA  02118,Roxbury,2118,42.339656,-71.073555
1.01E+11,8/13/13 23:16,9/24/13 14:19,Closed,General Request,General Request,INTERSECTION of Washington St & Saint James St  Roxbury  MA  ,Roxbury,,42.363289,-71.050254
1.01E+11,8/13/13 17:22,8/21/13 13:21,Closed,General Request,General Request,95 Moreland St  Roxbury  MA  02119,Roxbury,2119,42.32302,-71.077461
1.01E+11,8/12/13 17:59,8/14/13 10:46,Closed,General Request,General Request,10 Batchelder St  Dorchester  MA  02125,Roxbury,2125,42.32107,-71.06947
1.01E+11,8/12/13 13:27,8/14/13 10:07,Closed,General Request,General Request,INTERSECTION of Albany St & Massachusetts Ave  Roxbury  MA  ,Roxbury,,42.27394,-71.161
1.01E+11,8/12/13 8:11,,Open,General Request,General Request,66 Clifton St  Dorchester  MA  02125,Roxbury,2125,42.32075,-71.06954
1.01E+11,8/11/13 17:11,8/13/13 14:31,Closed,General Request,General Request,INTERSECTION of Fairland St & Mount Pleasant Ave  Roxbury  MA  ,Roxbury,,42.35244,-71.15684
1.01E+11,8/11/13 13:44,8/12/13 14:38,Closed,Signs & Signals,Sign Repair,INTERSECTION of Cedar St & Fort Ave  Roxbury  MA  ,Roxbury,,42.34384,-71.141442
1.01E+11,8/11/13 12:25,8/12/13 9:23,Closed,General Request,General Request,618 Harrison Ave  Roxbury  MA  02118,Roxbury,2118,42.340024,-71.068565
1.01E+11,8/10/13 11:46,8/12/13 8:15,Closed,General Request,General Request,1535 Washington St  Roxbury  MA  02118,Roxbury,2118,42.339656,-71.073555
1.01E+11,8/10/13 11:25,8/20/13 16:09,Closed,General Request,General Request,1535 Washington St  Roxbury  MA  02118,Roxbury,2118,42.339656,-71.073555
1.01E+11,8/9/13 16:09,8/26/13 13:49,Closed,General Request,General Request,24 Seaver St  Dorchester  MA  02121,Roxbury,2121,42.31299,-71.09373
